,k,score
0,2,0.7506382736631925
1,3,0.49746787144980753
2,4,0.4786739505309186
3,5,0.4917285349522344
4,6,0.49453406307298947
5,7,0.5102481464937049
6,8,0.5097678049089778
7,9,0.5150685707264733
8,10,0.520069913051913
9,11,0.4031508280170855
10,12,0.4172536245851839
11,13,0.42535185326066166
12,14,0.4462241210689704
13,15,0.45465476194793514
14,16,0.4630190435504279
15,17,0.4682721866810584
16,18,0.4714696962925941
17,19,0.48174506651600524
18,20,0.49744428920788897
19,21,0.5001047485943781
20,22,0.5011754387105188
21,23,0.5110701107735907
22,24,0.5099298288969188
23,25,0.5127767816212271
24,26,0.5144997084733526
25,27,0.5198241170741843
26,28,0.5252781154885588
27,29,0.5312903981519358
28,30,0.5370177393705163
29,31,0.5436777483705761
30,32,0.547472150641325
31,33,0.5419101685066915
32,34,0.5434785737979075
33,35,0.5406418742811968
34,36,0.5385136281596423
35,37,0.5610953725334661
36,38,0.5568589011339665
37,39,0.5611519701509552
38,40,0.5655846655891198
39,41,0.5701638951021644
40,42,0.5748970280935013
41,43,0.5797919347718798
42,44,0.5848570292125118
43,45,0.5901013169065705
44,46,0.5955344473486514
45,47,0.6011667722887976
46,48,0.6070094103647664
47,49,0.6088225046755011
48,50,0.6118443285267257
49,51,0.6178879762291748
50,52,0.6239316239316239
51,53,0.5811965811965812
52,54,0.5811965811965812
53,55,0.5811965811965812
54,56,0.5811965811965812
55,57,0.5641025641025641
56,58,0.5470085470085471
57,59,0.5299145299145299
