,method_name,cluster_id
0,getGrammarDescription,0
1,getElementDeclIsExternal,48
2,getAttributeDeclIsExternal,38
3,getAttributeDeclIndex,44
4,startDTD,6
5,startParameterEntity,9
6,startExternalSubset,18
7,endParameterEntity,9
8,endExternalSubset,18
9,elementDecl,27
10,attributeDecl,39
11,internalEntityDecl,14
12,externalEntityDecl,14
13,unparsedEntityDecl,14
14,notationDecl,25
15,endDTD,5
16,setDTDSource,36
17,getDTDSource,36
18,textDecl,0
19,comment,0
20,processingInstruction,0
21,startAttlist,0
22,endAttlist,0
23,startConditional,0
24,ignoredCharacters,0
25,endConditional,0
26,setDTDContentModelSource,17
27,getDTDContentModelSource,17
28,startContentModel,43
29,startGroup,24
30,pcdata,0
31,element,2
32,separator,3
33,occurrence,2
34,endGroup,3
35,any,0
36,empty,0
37,endContentModel,0
38,isNamespaceAware,0
39,getSymbolTable,0
40,getFirstElementDeclIndex,4
41,getNextElementDeclIndex,4
42,getElementDeclIndex,0
43,getContentSpecType,42
44,getElementDecl,35
45,getElementDeclName,5
46,getFirstAttributeDeclIndex,33
47,getNextAttributeDeclIndex,47
48,getAttributeDecl,34
49,isCDATAAttribute,26
50,getEntityDeclIndex,0
51,getEntityDecl,16
52,getNotationDeclIndex,0
53,getNotationDecl,7
54,getContentSpec,1
55,getContentSpecIndex,11
56,getContentSpecAsString,45
57,printElements,0
58,printAttributes,31
59,addContentSpecToElement,32
60,getElementContentModelValidator,41
61,createElementDecl,46
62,setElementDecl,40
63,putElementNameMapping,0
64,setFirstAttributeDeclIndex,33
65,setContentSpecIndex,11
66,createAttributeDecl,19
67,setAttributeDecl,29
68,createContentSpec,1
69,setContentSpec,1
70,createEntityDecl,21
71,setEntityDecl,16
72,createNotationDecl,28
73,setNotationDecl,7
74,addContentSpecNode,15
75,addUniqueLeafNode,15
76,initializeContentModelStack,6
77,isImmutable,0
78,appendContentSpec,8
79,printAttribute,0
80,createChildModel,22
81,buildSyntaxTree,30
82,contentSpecTree,8
83,ensureElementDeclCapacity,10
84,ensureAttributeDeclCapacity,37
85,ensureEntityDeclCapacity,12
86,ensureNotationDeclCapacity,13
87,ensureContentSpecCapacity,23
88,resize,0
89,isEntityDeclared,0
90,isEntityUnparsed,20
