,method_name,cluster_id
0,getGrammarDescription,0
1,getElementDeclIsExternal,5
2,getAttributeDeclIsExternal,5
3,getAttributeDeclIndex,21
4,startDTD,9
5,startParameterEntity,17
6,startExternalSubset,0
7,endParameterEntity,17
8,endExternalSubset,0
9,elementDecl,13
10,attributeDecl,4
11,internalEntityDecl,6
12,externalEntityDecl,6
13,unparsedEntityDecl,6
14,notationDecl,0
15,endDTD,2
16,setDTDSource,0
17,getDTDSource,0
18,textDecl,0
19,comment,0
20,processingInstruction,0
21,startAttlist,0
22,endAttlist,0
23,startConditional,0
24,ignoredCharacters,0
25,endConditional,0
26,setDTDContentModelSource,0
27,getDTDContentModelSource,0
28,startContentModel,0
29,startGroup,0
30,pcdata,0
31,element,15
32,separator,18
33,occurrence,15
34,endGroup,18
35,any,0
36,empty,0
37,endContentModel,0
38,isNamespaceAware,0
39,getSymbolTable,0
40,getFirstElementDeclIndex,0
41,getNextElementDeclIndex,0
42,getElementDeclIndex,0
43,getContentSpecType,2
44,getElementDecl,11
45,getElementDeclName,2
46,getFirstAttributeDeclIndex,5
47,getNextAttributeDeclIndex,5
48,getAttributeDecl,1
49,isCDATAAttribute,21
50,getEntityDeclIndex,0
51,getEntityDecl,3
52,getNotationDeclIndex,0
53,getNotationDecl,8
54,getContentSpec,10
55,getContentSpecIndex,2
56,getContentSpecAsString,2
57,printElements,0
58,printAttributes,0
59,addContentSpecToElement,15
60,getElementContentModelValidator,14
61,createElementDecl,16
62,setElementDecl,11
63,putElementNameMapping,0
64,setFirstAttributeDeclIndex,2
65,setContentSpecIndex,2
66,createAttributeDecl,1
67,setAttributeDecl,1
68,createContentSpec,10
69,setContentSpec,10
70,createEntityDecl,5
71,setEntityDecl,3
72,createNotationDecl,0
73,setNotationDecl,8
74,addContentSpecNode,20
75,addUniqueLeafNode,20
76,initializeContentModelStack,9
77,isImmutable,0
78,appendContentSpec,19
79,printAttribute,0
80,createChildModel,19
81,buildSyntaxTree,19
82,contentSpecTree,19
83,ensureElementDeclCapacity,12
84,ensureAttributeDeclCapacity,7
85,ensureEntityDeclCapacity,3
86,ensureNotationDeclCapacity,8
87,ensureContentSpecCapacity,10
88,resize,0
89,isEntityDeclared,0
90,isEntityUnparsed,5
