,method_name,cluster_id
0,getGrammarDescription,0
1,getElementDeclIsExternal,3
2,getAttributeDeclIsExternal,3
3,getAttributeDeclIndex,0
4,startDTD,9
5,startParameterEntity,15
6,startExternalSubset,0
7,endParameterEntity,15
8,endExternalSubset,0
9,elementDecl,11
10,attributeDecl,6
11,internalEntityDecl,8
12,externalEntityDecl,8
13,unparsedEntityDecl,8
14,notationDecl,0
15,endDTD,13
16,setDTDSource,0
17,getDTDSource,0
18,textDecl,0
19,comment,0
20,processingInstruction,0
21,startAttlist,0
22,endAttlist,0
23,startConditional,0
24,ignoredCharacters,0
25,endConditional,0
26,setDTDContentModelSource,0
27,getDTDContentModelSource,0
28,startContentModel,0
29,startGroup,0
30,pcdata,0
31,element,9
32,separator,9
33,occurrence,9
34,endGroup,9
35,any,0
36,empty,0
37,endContentModel,0
38,isNamespaceAware,0
39,getSymbolTable,0
40,getFirstElementDeclIndex,0
41,getNextElementDeclIndex,0
42,getElementDeclIndex,0
43,getContentSpecType,4
44,getElementDecl,13
45,getElementDeclName,13
46,getFirstAttributeDeclIndex,3
47,getNextAttributeDeclIndex,3
48,getAttributeDecl,7
49,isCDATAAttribute,0
50,getEntityDeclIndex,0
51,getEntityDecl,2
52,getNotationDeclIndex,0
53,getNotationDecl,10
54,getContentSpec,1
55,getContentSpecIndex,4
56,getContentSpecAsString,4
57,printElements,0
58,printAttributes,0
59,addContentSpecToElement,14
60,getElementContentModelValidator,16
61,createElementDecl,13
62,setElementDecl,13
63,putElementNameMapping,0
64,setFirstAttributeDeclIndex,4
65,setContentSpecIndex,4
66,createAttributeDecl,7
67,setAttributeDecl,7
68,createContentSpec,1
69,setContentSpec,1
70,createEntityDecl,3
71,setEntityDecl,2
72,createNotationDecl,0
73,setNotationDecl,10
74,addContentSpecNode,0
75,addUniqueLeafNode,0
76,initializeContentModelStack,9
77,isImmutable,0
78,appendContentSpec,0
79,printAttribute,0
80,createChildModel,0
81,buildSyntaxTree,0
82,contentSpecTree,0
83,ensureElementDeclCapacity,12
84,ensureAttributeDeclCapacity,5
85,ensureEntityDeclCapacity,2
86,ensureNotationDeclCapacity,10
87,ensureContentSpecCapacity,1
88,resize,0
89,isEntityDeclared,0
90,isEntityUnparsed,3
